título,organismo,creado,actualizado,sector,idioma,coberturageográfica,frecuenciadeactualización,urldocumentacion,urlnormativa,descargas,visitas,clasificación,url
Mapa de ruido fin de semana diurno de Santiago de Cali,Departamento Administrativo de Gestión del Medio Ambiente,2018-10-28T19:05:36.916033,2021-04-26T17:12:32.394559,Ambiente y Desarrollo Sostenible,Español,Local,Trienio,http://www.sisaire.gov.co:8080/faces/docsInfoRuido/29-3-2016-11-11-18-522-1-0DOCUMENTO_MAPA_DE_RUIDO_2015.pdf,http://www.minambiente.gov.co/images/AsuntosambientalesySectorialyUrbana/pdf/emisiones_atmosfericas_contaminantes/norma_ruido/Resolucion_627_de_2006_-_Norma_nacional_de_emision_de_ruido.pdf,26,52,2,http://datos.cali.gov.co/dataset/mapa-de-ruido-fin-de-semana-diurno-de-santiago-de-cali-ano-2015
Mapa de ruido fin de semana nocturno en Santiago de Cali,Departamento Administrativo de Gestión del Medio Ambiente,2018-10-28T19:03:44.863388,2021-04-26T17:10:07.648051,Ambiente y Desarrollo Sostenible,Español,Local,No aplica,http://www.sisaire.gov.co:8080/faces/docsInfoRuido/29-3-2016-11-11-18-522-1-0DOCUMENTO_MAPA_DE_RUIDO_2015.pdf,http://www.minambiente.gov.co/images/AsuntosambientalesySectorialyUrbana/pdf/emisiones_atmosfericas_contaminantes/norma_ruido/Resolucion_627_de_2006_-_Norma_nacional_de_emision_de_ruido.pdf,79,99,4,http://datos.cali.gov.co/dataset/mapa-de-ruido-fin-de-semana-nocturno-en-santiago-de-cali-ano-2015
"Costos por evaluación y seguimiento para tala, poda, reubicación o traslado de árboles en predios privados, en Santiago de Cali 2016",Departamento Administrativo de Gestión del Medio Ambiente,2018-11-29T22:48:48.734840,2021-04-26T17:07:41.663918,Ambiente y Desarrollo Sostenible,Español,Local,Anual,No aplica,No aplica,43,123,3.5,http://datos.cali.gov.co/dataset/costos-evaluacion-seguimiento-tala-poda-arboles-predios-privados-santiago-de-cali-2016
Datos de calidad del aire en la estación La Flora en Santiago de Cali,Departamento Administrativo de Gestión del Medio Ambiente,2018-10-28T19:15:44.217431,2021-04-26T17:06:13.339795,Ambiente y Desarrollo Sostenible,Español,Local,Anual,No aplica,No aplica,117,264,5,http://datos.cali.gov.co/dataset/datos-de-calidad-del-aire-en-la-estacion-la-flora-2010-a-2018-en-santiago-de-cali
Datos de calidad del aire en la estación Escuela Republica de Argentina en Santiago de Cali,Departamento Administrativo de Gestión del Medio Ambiente,2018-11-30T15:26:11.283873,2021-04-26T17:04:20.661443,Ambiente y Desarrollo Sostenible,Español,Local,Anual,No aplica,No aplica,32,91,4.5,http://datos.cali.gov.co/dataset/calidad-del-aire-en-la-estacion-escuela-republica-de-argentina-2010-a-2018
Datos de ruido ambiental en Santiago de Cali,Departamento Administrativo de Gestión del Medio Ambiente,2019-09-09T23:01:38.260299,2021-04-26T17:03:01.714601,Ambiente y Desarrollo Sostenible,Español,Municipal/Distrital,Anual,No aplica,http://www.minambiente.gov.co/images/AsuntosambientalesySectorialyUrbana/pdf/emisiones_atmosfericas_contaminantes/norma_ruido/Resolucion_627_de_2006_-_Norma_nacional_de_emision_de_ruido.pdf,69,118,5,http://datos.cali.gov.co/dataset/datos-de-ruido-ambiental-en-santiago-de-cali
Datos de calidad del aire en la estación Transitoria en Santiago de Cali,Departamento Administrativo de Gestión del Medio Ambiente,2019-04-01T23:18:13.138169,2021-04-26T17:02:03.021906,Ambiente y Desarrollo Sostenible,Español,Municipal/Distrital,Anual,No aplica,No aplica,34,100,1,http://datos.cali.gov.co/dataset/datos-de-calidad-del-aire-en-la-estacion-transitoria-en-santiago-de-cali
Arboles notables en Santiago de Cali,Departamento Administrativo de Gestión del Medio Ambiente,2018-10-29T01:09:47.277652,2021-04-26T16:05:49.788578,Ambiente y Desarrollo Sostenible,Español,Local,No aplica,No aplica,No aplica,600,945,4.3299999,http://datos.cali.gov.co/dataset/arboles-notables-en-santiago-de-cali
Datos de calidad del aire en la estación Cañaveralejo en Santiago de Cali,Departamento Administrativo de Gestión del Medio Ambiente,2018-10-28T19:19:31.798165,2021-04-26T16:04:32.359309,Ambiente y Desarrollo Sostenible,Español,Local,Anual,No aplica,No aplica,84,162,4,http://datos.cali.gov.co/dataset/datos-de-calidad-del-aire-en-la-estacion-canaveralejo-2014-a-2019-en-santiago-de-cali
Datos de calidad del aire en la estación La Ermita en Santiago de Cali,Departamento Administrativo de Gestión del Medio Ambiente,2018-10-29T00:49:03.951488,2021-04-26T15:46:02.852724,Ambiente y Desarrollo Sostenible,Español,Local,Anual,No aplica,No aplica,74,181,4.3299999,http://datos.cali.gov.co/dataset/datos-de-calidad-del-aire-en-la-estacion-la-ermita-2013-a-2020-en-santiago-de-cali
Indice de calidad del aire (ICA) de Santiago de Cali,Departamento Administrativo de Gestión del Medio Ambiente,2018-10-29T01:08:32.540131,2021-04-26T15:43:51.828607,Ambiente y Desarrollo Sostenible,Español,Local,Anual,http://www.cali.gov.co/dagma/publicaciones/38365/sistema_de_vigilancia_de_calidad_del_aire_de_cali_svcac/,http://www.minambiente.gov.co/index.php/asuntos-ambientales-sectorial-y-urbana/gestion-del-aire/contaminacion-atmosferica#1-1-normativa,150,392,4,http://datos.cali.gov.co/dataset/indice-de-calidad-del-aire-ica-de-santiago-de-cali
EVENTOS TEATRINO 2020,Unidad Administrativa Especial Teatro Municipal,2021-04-18T23:10:04.069895,2021-04-18T23:11:29.098058,Cultura,Español,Local,No aplica,No aplica,No aplica,9,16,2,http://datos.cali.gov.co/dataset/eventos-teatrino-2020
EVENTOS SALA PRINCIPAL 2020,Unidad Administrativa Especial Teatro Municipal,2021-04-18T23:05:14.218791,2021-04-18T23:06:01.983229,Cultura,Español,Local,No aplica,No aplica,No aplica,7,19,1,http://datos.cali.gov.co/dataset/eventos-sala-principal-2020
Inspecciones de policia especiales del municipio de Santiago de Cali 2020,Secretaría de Seguridad y Justicia,2018-10-31T17:28:15.232113,2021-04-18T22:21:37.337494,Agricultura y desarrollo Rural,Español,Local,Anual,No aplica,No aplica,52,38,5,http://datos.cali.gov.co/dataset/inspecciones-de-policia-especiales-del-municipio-de-santiago-de-cali-2020
Inspecciones de policía rural 2020,Secretaría de Seguridad y Justicia,2018-10-31T17:45:15.487442,2021-04-18T22:19:06.114285,Agricultura y desarrollo Rural,Español,Local,Anual,No aplica,No aplica,18,36,2,http://datos.cali.gov.co/dataset/inspecciones-de-policia-rural-2020
Afiliados al régimen subsidiado género femenino por grupos de edad,Secretaría de Salud Pública,2019-05-27T20:40:50.726399,2021-04-16T22:02:48.305219,Salud y Protección Social,Español,Local,Anual,No aplica,No aplica,28,32,5,http://datos.cali.gov.co/dataset/afiliados-al-regimen-subsidiado-genero-femenino-por-grupos-de-edad
Afiliados al régimen contributivo género femenino por grupos de edad,Secretaría de Salud Pública,2019-05-31T16:55:32.320553,2021-04-16T21:46:37.451109,Salud y Protección Social,Español,Local,Anual,No aplica,No aplica,41,46,4,http://datos.cali.gov.co/dataset/afiliados-al-regimen-contributivo-genero-femenino-por-grupos-de-edad
Homicidios según tipo de sexo por año,Secretaría de Seguridad y Justicia,2019-08-27T20:45:31.740649,2021-04-16T21:20:33.957283,Estadísticas,Español,Local,Anual,No aplica,No aplica,27,42,3,http://datos.cali.gov.co/dataset/homicidios-segun-tipo-de-sexo-por-ano
Suicidios según tipo de sexo por año.,Secretaría de Seguridad y Justicia,2019-08-28T02:44:32.487891,2021-04-16T21:17:57.186029,Seguridad y Justicia/ Paz /Cultura Ciudadana,Español,Municipal/Distrital,Anual,No aplica,No aplica,8,13,1,http://datos.cali.gov.co/dataset/suicidios-segun-tipo-de-sexo-por-ano
Eventos de violencia de género en Santiago de Cali,Secretaría de Salud Pública,2018-10-31T15:21:33.519157,2021-04-16T21:16:56.706244,Salud y Protección Social,Español,Local,Anual,No aplica,No aplica,149,182,5,http://datos.cali.gov.co/dataset/eventos-de-violencia-de-genero-en-santiago-de-cali
Quejas disciplinarias recibidas por año y tiempo valoración en Cali,Departamento Administrativo de Control Disciplinario Interno,2018-10-28T18:44:28.856139,2021-04-14T17:18:59.752208,Organismos de Control,Español,Local,Anual,No aplica,No aplica,65,130,1,http://datos.cali.gov.co/dataset/quejas-disciplinarias-recibidas-por-ano-y-tiempo-valoracion-en-cali
Número de personas orientadas en código disciplinario único en Cali,Departamento Administrativo de Control Disciplinario Interno,2018-10-28T18:37:42.470547,2021-04-14T17:07:37.702014,Gestión Pública/Administrativa,Español,Local,Anual,No aplica,No aplica,41,94,4.5,http://datos.cali.gov.co/dataset/numero-de-personas-orientadas-en-codigo-disciplinario-unico-en-cali
Planes parciales con tratamiento de desarrollo para VIS y VIP año 2015 - 2016 cali,Departamento Administrativo de Planeación Municipal,2019-08-05T15:18:04.715534,2021-03-30T16:12:41.569865,Ordenamiento Territorial,Español,Municipal/Distrital,Anual,No aplica,No aplica,17,37,3,http://datos.cali.gov.co/dataset/planes-parciales-con-tratamiento-de-desarrollo-para-vis-y-vip-ano-2015-2016-cali
Permisos de publicidad móvil en Cali,Departamento Administrativo de Planeación Municipal,2018-11-23T19:31:54.749924,2021-03-30T16:10:31.025945,Agricultura y desarrollo Rural,Español,Local,Anual,https://planeacion.cali.gov.co/saul/automotores,No aplica,26,42,3,http://datos.cali.gov.co/dataset/permisosde-publicidad-movil
Población afiliada al Régimen contributivo en Santiago de Cali,Secretaría de Salud Pública,2019-05-27T21:00:01.747974,2021-03-17T22:02:14.814386,Salud y Protección Social,Español,Local,Anual,No aplica,No aplica,79,70,5,http://datos.cali.gov.co/dataset/poblacion-afiliada-al-regimen-contributivo-en-santiago-de-cali
Población afiliada al Régimen subsidiado en Santiago de Cali,Secretaría de Salud Pública,2019-05-27T20:12:17.655914,2021-03-17T21:58:50.110489,Salud y Protección Social,Español,Local,Anual,No aplica,No aplica,50,60,3.5,http://datos.cali.gov.co/dataset/poblacion-afiliada-al-regimen-subsidiado-en-santiago-de-cali
Base de datos eventos Teatrino - Teatro Municipal Enrique Buenaventura 2019,Unidad Administrativa Especial Teatro Municipal,2020-11-09T04:16:30.483305,2021-03-17T21:44:44.166804,Cultura,Español,Local,Anual,No aplica,No aplica,12,22,3,http://datos.cali.gov.co/dataset/base-de-datos-eventos-sala-teatrino-teatro-municipal-2019
Base de datos eventos sala principal - Teatro Municipal Enrique Buenaventura 2019,Unidad Administrativa Especial Teatro Municipal,2020-11-09T04:07:45.965342,2021-03-17T21:33:49.999483,Cultura,Español,Local,Anual,No aplica,No aplica,17,24,4.5,http://datos.cali.gov.co/dataset/base-de-datos-eventos-sala-principal-teatro-municipal-2019
Información Histórica de Predios de Santiago de Cali,Departamento Administrativo de Hacienda Municipal,2019-11-25T21:23:49.827769,2021-03-11T19:53:41.111325,Infraestructura y Catastro,Español,Municipal/Distrital,Anual,No aplica,No aplica,263,365,5,http://datos.cali.gov.co/dataset/informacion-historica-de-predios-de-santiago-de-cali
Datasets publicados por la Alcaldía de Cali,Secretaría de Gobierno,2018-10-31T13:34:06.900413,2021-03-03T14:55:39.492874,Participación Ciudadana,Español,Municipal/Distrital,Anual,No aplica,No aplica,174,410,5,http://datos.cali.gov.co/dataset/datasets-publicados-por-la-alcaldia-de-cali
Edificaciones Certificadas en Ascensores del  2019 al 2020,Secretaría de Gestión del Riesgo de Emergencias y Desastres,2020-12-31T22:29:59.545571,2020-12-31T22:30:20.301295,Agricultura y desarrollo Rural,Español,Local,Anual,No aplica,No aplica,9,19,4,http://datos.cali.gov.co/dataset/edificaciones-certificadas-en-ascensores-del-2019-al-2020
Visitas a Sistemas de Transporte Vertical y Puertas Electricas realizadas en Cali del 2019 al 2020,Secretaría de Gestión del Riesgo de Emergencias y Desastres,2020-12-31T22:18:16.134918,2020-12-31T22:21:13.958820,Ciencia Tecnología e Innovación,Español,Local,Anual,No aplica,No aplica,3,18,2,http://datos.cali.gov.co/dataset/visitas-a-sistemas-de-transporte-vertical-y-puertas-electricas-realizadas-en-cali-del-2019-al-2020
Visitas realizadas en Cali por gestion del riesgo en el 2018 al 2020,Secretaría de Gestión del Riesgo de Emergencias y Desastres,2018-10-30T22:26:08.541592,2020-12-31T21:59:40.344386,Agricultura y desarrollo Rural,Español,Local,Anual,No aplica,No aplica,25,63,1,http://datos.cali.gov.co/dataset/visitas_realizadas_en_cali_por_gestion_del_riesgo_en_el_2018_al_2020
Incidentes en Cali atendidos por los bomberos 2018 al 2020,Secretaría de Gestión del Riesgo de Emergencias y Desastres,2018-10-30T22:21:55.100518,2020-12-31T21:52:51.344737,Agricultura y desarrollo Rural,Español,Local,Anual,No aplica,No aplica,40,73,1,http://datos.cali.gov.co/dataset/incidentes_en-cali_atendidos_por_lo_bomberos_2018_al_2020
Puestos unificados realizados por gestion del riesgo en Cali 2018 al 2020,Secretaría de Gestión del Riesgo de Emergencias y Desastres,2018-10-30T22:24:32.818305,2020-12-31T21:43:55.018627,Agricultura y desarrollo Rural,Español,Local,Anual,No aplica,No aplica,13,33,1,http://datos.cali.gov.co/dataset/puestos-unificados-realizados-por-gestion-del-riesgo-en-cali-2018-al-2020
Capacitaciones comunitarias en Cali 2018 al 2020,Secretaría de Gestión del Riesgo de Emergencias y Desastres,2018-10-30T22:00:27.382526,2020-12-31T21:14:43.030712,Salud y Protección Social,Español,Local,Anual,No aplica,No aplica,30,59,5,http://datos.cali.gov.co/dataset/capacitaciones_comunitarias_en_cali_2018_al_2020
Pactos para la reapertura económica y social,Secretaría de Gobierno,2020-12-29T17:37:03.629023,2020-12-29T17:57:51.379832,"Económica, Industria y Comercio",Español,Local,No aplica,No aplica,No aplica,21,35,1,http://datos.cali.gov.co/dataset/pactos-para-la-reapertura-economica-y-social
Expediciones territoriales Guardianes de Vida,Secretaría de Gobierno,2020-12-29T16:23:13.208881,2020-12-29T17:22:50.684429,Participación Ciudadana,Español,Local,No aplica,https://guardianesdevida.cali.gov.co/escuela/,No aplica,36,42,1,http://datos.cali.gov.co/dataset/expediciones-territoriales-guardianes-de-vida
Casos de barreras de atención frente a servicios de salud en Santiago de Cali,Secretaría de Salud Pública,2020-12-29T13:08:07.186086,2020-12-29T13:50:13.773309,Salud y Protección Social,Español,Local,Anual,No aplica,No aplica,7,18,4.5,http://datos.cali.gov.co/dataset/casos-de-barreras-de-atencion-frente-a-servicios-de-salud-en-santiago-de-cali
Premios otorgados a la Alcaldía de Cali,Secretaría de Gobierno,2019-10-04T20:21:07.576346,2020-12-28T16:07:59.712521,Gestión Pública/Administrativa,Español,Municipal/Distrital,Anual,No aplica,No aplica,72,150,4.5,http://datos.cali.gov.co/dataset/premios-otorgados-a-la-alcaldia-de-cali
Terrenos estabilizados en Cali por la Secretaría de Vivienda Social y Hábitat para Mitigación de Riesgos,Secretaría de Vivienda Social y Hábitat,2020-12-27T02:50:54.669594,2020-12-27T16:29:59.060609,Vivienda y Hábitat,Español,Local,Anual,No aplica,No aplica,16,43,2,http://datos.cali.gov.co/dataset/terrenos-estabilizados-en-cali-por-la-secretaria-de-vivienda-social-y-habitat
Consumo de Sustancias Psicoactivas (SPA) en Santiago de cali,Secretaría de Salud Pública,2019-12-23T18:25:47.671132,2020-12-17T22:05:05.452608,Salud y Protección Social,Español,Local,No aplica,No aplica,No aplica,98,133,5,http://datos.cali.gov.co/dataset/consumo-de-sustancias-psicoactivas-spa-en-santiago-de-cali
Servicios prestados en los Centros de Administración Local Integrada - CALI,Secretaría de Desarrollo Territorial y Participación Ciudadana,2020-12-16T14:21:19.973882,2020-12-16T15:02:37.379634,Social / Población,Español,Municipal/Distrital,Anual,No aplica,No aplica,17,34,2,http://datos.cali.gov.co/dataset/servicios-prestados-en-los-centros-de-administracion-local-integrada-cali
Llamadas de Urgencias y Emergencias que ingresan a través de la Linea 123 de Santiago de Cali,Secretaría de Salud Pública,2020-08-21T18:21:40.392744,2020-12-02T14:12:52.744163,Salud y Protección Social,Español,Local,No aplica,No aplica,No aplica,46,66,3,http://datos.cali.gov.co/dataset/llamadas-de-urgencias-y-emergencias-que-ingresan-a-traves-de-la-linea-123-de-santiago-de-cali
Subsidio en el componente de aseo  2017 al 2020 Cali,Unidad Administrativa Especial de Servicios Públicos Municipales,2020-12-01T01:10:29.418862,2020-12-01T01:11:18.124699,Ambiente y Desarrollo Sostenible,Español,Municipal/Distrital,Anual,No aplica,No aplica,3,12,5,http://datos.cali.gov.co/dataset/subsidio-en-el-componente-de-aseo-2017-al-2020-cali
Juntas Administradoras Locales de Santiago de Cali,Secretaría de Desarrollo Territorial y Participación Ciudadana,2019-07-31T20:11:07.956457,2020-11-25T16:25:51.002805,Participación Ciudadana,Español,Municipal/Distrital,Anual,No aplica,No aplica,690,246,4,http://datos.cali.gov.co/dataset/juntas-administradoras-locales-de-santiago-de-cali
Informes Transmisiones Virtuales Plenarias y/o Comisiones Concejo de Cali,Concejo Distrital de Santiago de Cali,2020-05-09T02:48:17.817843,2020-11-10T03:10:51.091441,Participación Ciudadana,Español,Local,Diaria,No aplica,www.concejodecali.gov.co,54,122,4,http://datos.cali.gov.co/dataset/informe-transmision-sesion-plenaria-extraordinaria-virtual
Datos abiertos de equipamientos de subestaciones de policía rural en Santiago de Cali 2018,Secretaría de Seguridad y Justicia,2018-10-31T16:25:46.268674,2020-11-06T16:22:22.291186,Agricultura y desarrollo Rural,Español,Nacional,Anual,No aplica,No aplica,29,64,5,http://datos.cali.gov.co/dataset/datos-abiertos-de-equipamientos-de-subestaciones-de-policia-rural-en-santiago-de-cali-2018
"Equipamientos de distritos, estaciones y grupos especiales de policía en Santiago de Cali 2018",Secretaría de Seguridad y Justicia,2018-10-31T16:28:41.871667,2020-11-06T16:11:37.156240,Agricultura y desarrollo Rural,Español,Local,Anual,No aplica,No aplica,31,73,1,http://datos.cali.gov.co/dataset/equipamientos-de-distritos-estaciones-y-grupos-especiales-de-policia-en-santiago-de-cali-2018
Suicidio según tipo sexo por año y comuna,Secretaría de Seguridad y Justicia,2019-08-28T02:55:30.194237,2020-11-06T16:07:37.636741,Seguridad y Justicia/ Paz /Cultura Ciudadana,Español,Municipal/Distrital,Anual,No aplica,No aplica,8,17,2,http://datos.cali.gov.co/dataset/suicidio-segun-tipo-sexo-por-ano-y-comuna
prueba 2,Concejo Distrital de Santiago de Cali,2020-11-06T14:42:07.627650,2020-11-06T15:31:15.047193,Agricultura y desarrollo Rural,Español,Local,Diaria,No aplica,No aplica,1,1,0,http://datos.cali.gov.co/dataset/prueba-2
Comedores comunitarios de Santiago de Cali a través de TIO,Secretaría de Desarrollo Territorial y Participación Ciudadana,2018-10-30T20:56:24.051236,2020-11-04T15:52:46.909371,Agricultura y desarrollo Rural,Español,Local,No aplica,No aplica,No aplica,120,182,3.5,http://datos.cali.gov.co/dataset/comedores-comunitarios-de-santiago-de-cali-a-traves-de-tio
Bankomunales otorgados en los Territorios de Inclusión y Oportunidades (TIO) Cali.,Secretaría de Desarrollo Territorial y Participación Ciudadana,2018-10-30T20:59:05.624591,2020-11-04T15:40:12.849634,Infraestructura y Catastro,Español,Local,No aplica,No aplica,No aplica,113,231,3.6700001,http://datos.cali.gov.co/dataset/georreferenciacion-de-bankomunales-en-santiago-de-cali
Subsidios Municipales de Vivienda entregados entre los años 2016 y 2019 en Santiago de Cali,Secretaría de Vivienda Social y Hábitat,2020-09-30T15:59:50.570907,2020-10-30T14:57:06.730955,Vivienda y Hábitat,Español,Local,Anual,No aplica,No aplica,33,71,4,http://datos.cali.gov.co/dataset/subsidios-municipales-de-vivienda-entregados-entre-los-anos-2016-y-2019-en-santiago-de-cali
Legalización de predios por comuna entre los años 2016 y 2019 en Santiago de Cali,Secretaría de Vivienda Social y Hábitat,2018-10-31T19:44:44.490006,2020-10-07T02:38:00.395229,Ordenamiento Territorial,Español,Local,Anual,No aplica,No aplica,31,94,1,http://datos.cali.gov.co/dataset/legalizacion-de-predios
Modalidades de Subsidios Municipales de Vivienda entregados en el año 2018 en Santiago de Cali,Secretaría de Vivienda Social y Hábitat,2020-10-06T21:20:24.701515,2020-10-07T02:31:10.427742,Vivienda y Hábitat,Español,Local,No aplica,No aplica,No aplica,51,47,1,http://datos.cali.gov.co/dataset/modalidades-de-subsidios-municipales-de-vivienda-entregados-en-el-ano-2018
Vías adoquinadas de los Territorios de Inclusión y Oportunidades (TIO) Cali.,Secretaría de Desarrollo Territorial y Participación Ciudadana,2019-08-28T21:16:37.857037,2020-10-01T20:52:36.948375,Infraestructura y Catastro,Español,Local,No aplica,No aplica,No aplica,37,85,5,http://datos.cali.gov.co/dataset/vias-adoquinadas-de-los-territorios-de-inclusion-y-oportunidades-tio
Visitas a comunas y corregimientos en la Administración Maurice Armitage 2016-2019,Secretaría de Desarrollo Territorial y Participación Ciudadana,2018-10-30T20:48:48.911231,2020-10-01T19:34:23.241172,Agricultura y desarrollo Rural,Español,Local,Anual,http://www.cali.gov.co/participacion/publicaciones/116434/visitas_comunas_y_corregimientos/,No aplica,117,130,5,http://datos.cali.gov.co/dataset/visitas-del-alcalde-de-santiago-de-cali
Plan Anual de Adquisiciones 2020 Concejo Distrital Santiago de Cali,Concejo Municipal de Santiago de Cali,2020-09-09T13:06:18.704982,2020-09-09T13:46:22.738342,Presupuestos Gubernamentales,Español,Local,Anual,http://www.concejodecali.gov.co/publicaciones.php?id=44078,www.concejodecali.gov.co,28,57,3,http://datos.cali.gov.co/dataset/plan-anual-de-adquisiciones-2020
Comparativo Grupo Vida Servidores Públicos,Unidad Administrativa Especial de Gestión de Bienes y Servicios,2018-12-13T15:49:23.790258,2020-08-28T16:42:23.799273,Estadísticas,Español,Departamental,Anual,No aplica,No aplica,11,31,3,http://datos.cali.gov.co/dataset/comparativo-grupo-vida-servidores-publicos
Consolidado de reclamaciones por concepto de pólizas de vehículos de la Alcaldía de Santiago de Cali periodo 2014-2017,Unidad Administrativa Especial de Gestión de Bienes y Servicios,2019-12-09T14:06:57.967284,2020-08-28T16:38:48.080522,Gestión Pública/Administrativa,Español,Local,Anual,https://www.datos.gov.co/Estad-sticas-Nacionales/Consolidado-de-reclamaciones-por-concepto-de-Poliz/5ze7-mn3x,No aplica,10,25,5,http://datos.cali.gov.co/dataset/reclamaciones-por-concepto-de-polizas-de-vehiculos-santiago-de-cali-2014-2017
Población beneficiada por la estrategia de Gestores de Paz y Cultura Ciudadana en Santiago de Cali,Secretaría de Paz y Cultura ciudadana,2019-11-22T16:19:58.033326,2020-08-24T17:27:46.751998,Seguridad y Justicia/ Paz /Cultura Ciudadana,Español,Municipal/Distrital,Semestral,No aplica,No aplica,21,55,4.5,http://datos.cali.gov.co/dataset/poblacion-beneficiaria-por-la-estrategia-de-gestores-de-paz-y-cultura-ciudadana-en-santiago-de-cali
Registro de conflictividades en el Municipio de Santiago de Cali de 2010 al 2019,Secretaría de Paz y Cultura ciudadana,2019-05-27T14:15:26.345246,2020-08-24T17:16:49.258338,Seguridad y Justicia/ Paz /Cultura Ciudadana,Español,Municipal/Distrital,Trimestral,No aplica,No aplica,161,285,5,http://datos.cali.gov.co/dataset/registro-de-conflictividades-en-el-municipio-de-santiago-de-cali-de-2010-al-2019
Ajustes realizados al botón de transparencia de la Alcaldía de Cali,Secretaría de Gobierno,2018-10-31T13:37:24.167230,2020-08-24T16:32:37.124043,Agricultura y desarrollo Rural,Español,Local,Anual,No aplica,No aplica,22,87,1,http://datos.cali.gov.co/dataset/ajustes-realizados-al-boton-de-transparencia-de-la-alcaldia-de-cali
Compra de equipos biomédicos por parte de las ESE municipales durante la emergencia sanitaria derivada del COVID19,Secretaría de Salud Pública,2020-08-21T17:23:13.263766,2020-08-21T17:34:27.918976,Salud y Protección Social,Español,Local,No aplica,No aplica,No aplica,8,17,3,http://datos.cali.gov.co/dataset/compra_equipo_biomedicos_ese_codiv19
Visitantes punto de información turística de Santiago de Cali 2019,Secretaría de Turismo,2020-07-14T22:09:26.783521,2020-07-14T22:10:16.401161,Turismo,Español,Local,No aplica,No aplica,No aplica,21,46,3,http://datos.cali.gov.co/dataset/visitantes-punto-de-informacion-turistica-de-santiago-de-cali-2019
Visitantes punto de informacion turistica de Santiago de Cali 2018,Secretaría de Turismo,2020-07-14T21:57:38.153241,2020-07-14T21:58:49.163691,Turismo,Español,Local,No aplica,No aplica,No aplica,7,28,3,http://datos.cali.gov.co/dataset/visitantes-punto-de-informacion-turistica-de-santiago-de-cali-2018
Proyecto Plan Jarillón de Cali - datos por vigencias,Secretaría de Gestión del Riesgo de Emergencias y Desastres,2018-10-30T22:13:52.465493,2020-07-06T13:47:58.291460,Agricultura y desarrollo Rural,Español,Local,Anual,No aplica,No aplica,206,173,4.5,http://datos.cali.gov.co/dataset/casas-demolidas-en-el-jarillon-de-cali-durante-el-periodo-2014-al-2019
"Estimaciones y proyecciones de población y densidad. Cali, 1987-2020",Departamento Administrativo de Planeación Municipal,2018-10-29T16:41:02.213820,2019-12-27T13:07:02.956133,Estadísticas,Español,Local,No aplica,No aplica,No aplica,482,1349,1,http://datos.cali.gov.co/dataset/estimaciones-y-proyecciones-de-poblacion-y-densidad-cali-1987-2020
Visitantes punto de información turística de Santiago Cali 2015,Secretaría de Turismo,2018-10-31T17:52:07.739550,2019-12-24T15:59:28.651080,Agricultura y desarrollo Rural,Español,Local,No aplica,No aplica,No aplica,36,93,1,http://datos.cali.gov.co/dataset/visitantes-punto-de-informacion-turistica-cali-2015
Visitantes punto de información turística Santiago de Cali 2016,Secretaría de Turismo,2018-10-31T17:49:32.005710,2019-12-24T15:59:00.817673,Agricultura y desarrollo Rural,Español,Local,No aplica,No aplica,No aplica,27,67,3,http://datos.cali.gov.co/dataset/visitantes-punto-de-informacion-turistica-cali-2016
Visitantes punto de información turística de Santiago de Cali 2017,Secretaría de Turismo,2018-10-31T17:57:16.560562,2019-12-24T15:58:32.600356,Agricultura y desarrollo Rural,Español,Local,No aplica,No aplica,No aplica,87,170,2,http://datos.cali.gov.co/dataset/visitantes-punto-de-informacion-turistica-cali-2017
Reportes por invasión o fraude sobre terrenos de propiedad del Municipio,Unidad Administrativa Especial de Gestión de Bienes y Servicios,2019-08-27T21:40:31.957053,2019-12-24T15:21:10.763037,Infraestructura y Catastro,Español,Local,Semestral,No aplica,No aplica,19,36,5,http://datos.cali.gov.co/dataset/reportes-por-invasion-o-fraude-sobre-terrenos-de-propiedad-del-municipio
"Consolidado de reclamaciones, servidores públicos beneficiarios póliza grupo vida, Alcaldía de Cali",Unidad Administrativa Especial de Gestión de Bienes y Servicios,2019-12-09T14:22:44.270588,2019-12-24T15:17:45.841486,Gestión Pública/Administrativa,Español,Local,Anual,https://www.datos.gov.co/Ordenamiento-Territorial/-Consolidado-de-reclamaciones-servidores-p-blicos-/h5ya-f6jj,No aplica,5,19,4,http://datos.cali.gov.co/dataset/consolidado-de-reclamaciones-servidores-publicos-beneficiarios-poliza-grupo-vida-alcaldia-de-cali
Agenda Cultural Cali 2018,Secretaría de Cultura,2019-03-29T16:37:47.262780,2019-12-20T15:38:55.451725,Cultura,Español,Municipal/Distrital,No aplica,No aplica,No aplica,24,67,4,http://datos.cali.gov.co/dataset/agenda-cultural-cali-2018
Servicios de la Secretaría de Cultura de Cali,Secretaría de Cultura,2019-03-29T17:07:51.367340,2019-12-20T15:33:43.785484,Cultura,Español,Municipal/Distrital,Anual,No aplica,No aplica,54,105,2,http://datos.cali.gov.co/dataset/servicios-de-la-secretaria-de-cultura-de-cali
Estatuas y monumentos en Santiago de Cali,Secretaría de Cultura,2019-01-28T19:57:20.199864,2019-12-20T15:30:42.387802,Cultura,Español,Municipal/Distrital,Anual,No aplica,No aplica,163,319,5,http://datos.cali.gov.co/dataset/estatuas-y-monumentos-en-santiago-de-cali
